mass_A
t x y
1.352000000E1 5.100749352E1 2.672920117E0
1.353000000E1 5.078609150E1 2.712322405E0
1.354000000E1 5.056017662E1 2.784854888E0
1.355000000E1 5.034614461E1 2.815045048E0
1.356000000E1 5.013542262E1 2.835166754E0
1.357000000E1 4.994262812E1 2.896848563E0
1.358000000E1 4.975196224E1 2.945963834E0
1.359000000E1 4.958485113E1 2.964670692E0
1.360000000E1 4.943957741E1 2.997594320E0
1.361000000E1 4.929545141E1 3.043984242E0
1.362000000E1 4.915888022E1 3.081115083E0
1.363000000E1 4.903522432E1 3.094159608E0
1.364000000E1 4.894480493E1 3.099986669E0
1.365000000E1 4.887195584E1 3.108656771E0
1.366000000E1 4.879582201E1 3.119291423E0
1.367000000E1 4.873030728E1 3.123169896E0
1.368000000E1 4.869459606E1 3.116250967E0
1.369000000E1 4.864215895E1 3.122153962E0
1.370000000E1 4.860024180E1 3.106448037E0
1.371000000E1 4.859604861E1 3.100833424E0
1.372000000E1 4.859503159E1 3.095244871E0
1.373000000E1 4.860331246E1 3.095337481E0
1.374000000E1 4.862028627E1 3.089820967E0
1.375000000E1 4.868267272E1 3.079487181E0
1.376000000E1 4.873313792E1 3.079671335E0
1.377000000E1 4.881788941E1 3.060514866E0
1.378000000E1 4.888669271E1 3.063652761E0
1.379000000E1 4.900501454E1 3.041705274E0
1.380000000E1 4.913273192E1 3.001012428E0
1.381000000E1 4.926237902E1 2.955748783E0
1.382000000E1 4.941208133E1 2.938546195E0
1.383000000E1 4.956219426E1 2.921539951E0
1.384000000E1 4.971724466E1 2.880809756E0
1.385000000E1 4.988338110E1 2.837689805E0
1.386000000E1 5.007995238E1 2.801883953E0
1.387000000E1 5.028337523E1 2.783734169E0
1.388000000E1 5.051830254E1 2.709283807E0
1.389000000E1 5.072228225E1 2.664904221E0
1.390000000E1 5.097046509E1 2.629869510E0
1.391000000E1 5.123806636E1 2.557821041E0
1.392000000E1 5.149295436E1 2.512193304E0
1.393000000E1 5.178037213E1 2.462100340E0
1.394000000E1 5.208601668E1 2.398457921E0
1.395000000E1 5.237843289E1 2.369226156E0
1.396000000E1 5.268309049E1 2.308850452E0
1.397000000E1 5.297492147E1 2.242913137E0
1.398000000E1 5.329560552E1 2.206927653E0
1.399000000E1 5.363980248E1 2.125827073E0
1.400000000E1 5.395667234E1 2.093073116E0
1.401000000E1 5.433130437E1 2.010598378E0
1.402000000E1 5.466812289E1 1.961473234E0
1.403000000E1 5.504558674E1 1.921759081E0
1.404000000E1 5.541172226E1 1.859955482E0
1.405000000E1 5.577846585E1 1.813241957E0
1.406000000E1 5.617003628E1 1.759350492E0
1.407000000E1 5.652318476E1 1.746690762E0
1.408000000E1 5.689291641E1 1.702223115E0
1.409000000E1 5.729306798E1 1.680454900E0
1.410000000E1 5.770721197E1 1.634089735E0
1.411000000E1 5.812293289E1 1.610586370E0
1.412000000E1 5.856179277E1 1.579212554E0
1.413000000E1 5.899353237E1 1.512492699E0
1.414000000E1 5.942036590E1 1.450041271E0
1.415000000E1 5.984257136E1 1.397864205E0
1.416000000E1 6.027966740E1 1.373928549E0
1.417000000E1 6.071657453E1 1.355584493E0
1.418000000E1 6.117355716E1 1.324078043E0
1.419000000E1 6.161609482E1 1.266192154E0
1.420000000E1 6.207342097E1 1.251961054E0
1.421000000E1 6.253316961E1 1.241365935E0
1.422000000E1 6.297710551E1 1.230100461E0
1.423000000E1 6.346467471E1 1.206726688E0
1.424000000E1 6.393929787E1 1.190723298E0
1.425000000E1 6.439467081E1 1.197058655E0
1.426000000E1 6.488140570E1 1.198786738E0
1.427000000E1 6.535322262E1 1.212332685E0
1.428000000E1 6.582112117E1 1.205099647E0
1.429000000E1 6.630632739E1 1.213854280E0
1.430000000E1 6.676800140E1 1.234538895E0
1.431000000E1 6.723250014E1 1.233616158E0
1.432000000E1 6.770935266E1 1.240152705E0
1.433000000E1 6.816752346E1 1.248686845E0
1.434000000E1 6.861530006E1 1.251162794E0
1.435000000E1 6.910072088E1 1.250175581E0
1.436000000E1 6.957310711E1 1.255428377E0
1.437000000E1 7.001380854E1 1.262317762E0
1.438000000E1 7.046721268E1 1.271577675E0
1.439000000E1 7.093414042E1 1.276125823E0
1.440000000E1 7.139758997E1 1.291554972E0
1.441000000E1 7.184193597E1 1.304055988E0
1.442000000E1 7.228004802E1 1.332079505E0
1.443000000E1 7.271978035E1 1.369435550E0
1.444000000E1 7.318582623E1 1.392805617E0
1.445000000E1 7.365069065E1 1.410906648E0
1.446000000E1 7.408125072E1 1.432768688E0
1.447000000E1 7.452098079E1 1.481714259E0
1.448000000E1 7.494441800E1 1.529376633E0
1.449000000E1 7.535422895E1 1.559748189E0
1.450000000E1 7.576092942E1 1.616066549E0
1.451000000E1 7.618386664E1 1.680324134E0
1.452000000E1 7.659321774E1 1.707731528E0
1.453000000E1 7.701385537E1 1.727835915E0
1.454000000E1 7.744197418E1 1.760655695E0
1.455000000E1 7.785297534E1 1.809144717E0
1.456000000E1 7.821377764E1 1.829455382E0
1.457000000E1 7.858093815E1 1.856706574E0
1.458000000E1 7.896690480E1 1.927596484E0
1.459000000E1 7.931606148E1 1.963682884E0
1.460000000E1 7.969110210E1 2.022960890E0
1.461000000E1 8.001247587E1 2.075209181E0
1.462000000E1 8.035993909E1 2.103549228E0
1.463000000E1 8.069429371E1 2.147889431E0
1.464000000E1 8.099728996E1 2.207626888E0
1.465000000E1 8.130085811E1 2.248843551E0
1.466000000E1 8.159160022E1 2.305949675E0
1.467000000E1 8.186199492E1 2.356184750E0
1.468000000E1 8.213370473E1 2.388575006E0
1.469000000E1 8.240863510E1 2.429189011E0
1.470000000E1 8.267299179E1 2.498517073E0
1.471000000E1 8.294367063E1 2.526438108E0
1.472000000E1 8.319629620E1 2.559057612E0
1.473000000E1 8.342051692E1 2.624859723E0
1.474000000E1 8.365316062E1 2.664136863E0
1.475000000E1 8.386035406E1 2.692132341E0
1.476000000E1 8.407714578E1 2.764248592E0
1.477000000E1 8.425175126E1 2.801658393E0
1.478000000E1 8.445768108E1 2.821081696E0
1.479000000E1 8.464108515E1 2.854428675E0
1.480000000E1 8.479735788E1 2.899324562E0
1.481000000E1 8.494675935E1 2.944058944E0
1.482000000E1 8.508259531E1 2.956948284E0
1.483000000E1 8.522017216E1 2.976425138E0
1.484000000E1 8.534974694E1 3.009064341E0
1.485000000E1 8.547502066E1 3.037531651E0
1.486000000E1 8.558183480E1 3.077302326E0
1.487000000E1 8.565516904E1 3.084835142E0
1.488000000E1 8.576383898E1 3.094982963E0
1.489000000E1 8.580596691E1 3.101004359E0
1.490000000E1 8.589003052E1 3.109473745E0
1.491000000E1 8.592326526E1 3.104735234E0
1.492000000E1 8.594956620E1 3.106992516E0
1.493000000E1 8.597656004E1 3.103728796E0
1.494000000E1 8.596998754E1 3.104484515E0
1.495000000E1 8.595817862E1 3.100292871E0
1.496000000E1 8.593101924E1 3.093830698E0
1.497000000E1 8.591908674E1 3.091015091E0
1.498000000E1 8.590554672E1 3.090558756E0
1.499000000E1 8.587703233E1 3.085807178E0
1.500000000E1 8.579928336E1 3.080066203E0
1.501000000E1 8.575531438E1 3.075209745E0
1.502000000E1 8.565711115E1 3.069811329E0
1.503000000E1 8.560061706E1 3.061284695E0
1.504000000E1 8.549743597E1 3.053151716E0
1.505000000E1 8.537848685E1 3.009735315E0
1.506000000E1 8.525694411E1 2.967951697E0
1.507000000E1 8.511099470E1 2.941837888E0
1.508000000E1 8.496328436E1 2.925864988E0
1.509000000E1 8.480906315E1 2.909341875E0
1.510000000E1 8.465021687E1 2.857497446E0
1.511000000E1 8.449751821E1 2.811672732E0
1.512000000E1 8.433197216E1 2.793054264E0
1.513000000E1 8.412969474E1 2.766096358E0
1.514000000E1 8.392989102E1 2.704361743E0
1.515000000E1 8.370628679E1 2.664980771E0
1.516000000E1 8.351132038E1 2.642267690E0
1.517000000E1 8.325667434E1 2.579545446E0
1.518000000E1 8.302973319E1 2.529206713E0
1.519000000E1 8.280834110E1 2.507964443E0
1.520000000E1 8.254254409E1 2.437365914E0
1.521000000E1 8.227282490E1 2.384646310E0
1.522000000E1 8.199959475E1 2.356294904E0
1.523000000E1 8.171234918E1 2.286115238E0
1.524000000E1 8.142223488E1 2.242336301E0
1.525000000E1 8.113817268E1 2.209022007E0
1.526000000E1 8.084328592E1 2.145587710E0
1.527000000E1 8.055042332E1 2.099397439E0
1.528000000E1 8.023923670E1 2.067983128E0
1.529000000E1 7.990046872E1 1.994311935E0
1.530000000E1 7.957536937E1 1.958179222E0
1.531000000E1 7.925639780E1 1.925935717E0
1.532000000E1 7.888602782E1 1.855709536E0
1.533000000E1 7.855492799E1 1.818729862E0
1.534000000E1 7.818474836E1 1.780892731E0
1.535000000E1 7.785266305E1 1.762691355E0
1.536000000E1 7.748935078E1 1.736963341E0
1.537000000E1 7.709962195E1 1.698628404E0
1.538000000E1 7.671105566E1 1.679295722E0
1.539000000E1 7.632404356E1 1.647052591E0
1.540000000E1 7.592144999E1 1.614689911E0
1.541000000E1 7.550633082E1 1.568332783E0
1.542000000E1 7.510696519E1 1.512648598E0
1.543000000E1 7.471602150E1 1.476497707E0
1.544000000E1 7.426765125E1 1.459050822E0
1.545000000E1 7.383542771E1 1.403026294E0
1.546000000E1 7.340429815E1 1.384543740E0
1.547000000E1 7.298048169E1 1.364118055E0
1.548000000E1 7.255556782E1 1.339353604E0
1.549000000E1 7.212834982E1 1.316877081E0
1.550000000E1 7.170319719E1 1.272305328E0
1.551000000E1 7.127582342E1 1.255670087E0
1.552000000E1 7.085252461E1 1.251207457E0
1.553000000E1 7.043011631E1 1.240732999E0
1.554000000E1 7.001096353E1 1.235368973E0
1.555000000E1 6.958288574E1 1.231560543E0
1.556000000E1 6.915787060E1 1.227657709E0
1.557000000E1 6.873611742E1 1.229765712E0
1.558000000E1 6.831125065E1 1.233547306E0
1.559000000E1 6.788551240E1 1.238902631E0
1.560000000E1 6.746366363E1 1.241327719E0
1.561000000E1 6.703765413E1 1.241878082E0
1.562000000E1 6.661749443E1 1.245200797E0
1.563000000E1 6.619543798E1 1.249310225E0
1.564000000E1 6.577141780E1 1.251351892E0
1.565000000E1 6.534674420E1 1.253328461E0
1.566000000E1 6.492603935E1 1.257856035E0
1.567000000E1 6.450338682E1 1.259403747E0
1.568000000E1 6.408269058E1 1.265591096E0
1.569000000E1 6.366570592E1 1.269051899E0
1.570000000E1 6.324381248E1 1.276964354E0
1.571000000E1 6.282392465E1 1.295385066E0
1.572000000E1 6.241054082E1 1.297741622E0
1.573000000E1 6.200446095E1 1.312639327E0
1.574000000E1 6.159835080E1 1.311742240E0
1.575000000E1 6.120953666E1 1.335850656E0
1.576000000E1 6.083829035E1 1.381758467E0
1.577000000E1 6.043968970E1 1.399521670E0
1.578000000E1 6.006182791E1 1.413217443E0
1.579000000E1 5.969939769E1 1.436993738E0
1.580000000E1 5.932994180E1 1.446977624E0
1.581000000E1 5.901086636E1 1.503675060E0
1.582000000E1 5.871284245E1 1.547779864E0
1.583000000E1 5.838523867E1 1.581633907E0
1.584000000E1 5.806896438E1 1.595450240E0
1.585000000E1 5.773588871E1 1.622894519E0
1.586000000E1 5.742649580E1 1.675928160E0
1.587000000E1 5.711338356E1 1.694189726E0
1.588000000E1 5.683090281E1 1.706777274E0
1.589000000E1 5.652987838E1 1.727652757E0
1.590000000E1 5.623063137E1 1.731540296E0
1.591000000E1 5.593843895E1 1.753503381E0
1.592000000E1 5.565240814E1 1.809717980E0
1.593000000E1 5.536988738E1 1.836665979E0
1.594000000E1 5.509432980E1 1.868443256E0
1.595000000E1 5.481801279E1 1.926071893E0
1.596000000E1 5.455433140E1 1.958919571E0
1.597000000E1 5.432958076E1 1.982019238E0
1.598000000E1 5.408543520E1 2.019855855E0
1.599000000E1 5.384841576E1 2.066038882E0
1.600000000E1 5.364683463E1 2.100719542E0
1.601000000E1 5.341784864E1 2.119266709E0
1.602000000E1 5.322818445E1 2.149199914E0
1.603000000E1 5.304503351E1 2.193303590E0
1.604000000E1 5.284965576E1 2.237272049E0
1.605000000E1 5.267726965E1 2.252374268E0
1.606000000E1 5.252850728E1 2.266904811E0
1.607000000E1 5.237989775E1 2.288896878E0
1.608000000E1 5.224527213E1 2.334774246E0
1.609000000E1 5.211046242E1 2.371805090E0
1.610000000E1 5.197942840E1 2.385343900E0
1.611000000E1 5.186516363E1 2.394883447E0
1.612000000E1 5.178370505E1 2.403334511E0
1.613000000E1 5.169036108E1 2.401921120E0
1.614000000E1 5.162100409E1 2.415827301E0
1.615000000E1 5.155734498E1 2.407158855E0
1.616000000E1 5.152521612E1 2.410020103E0
1.617000000E1 5.147939893E1 2.411144882E0
1.618000000E1 5.144109117E1 2.409813232E0
1.619000000E1 5.141438529E1 2.396517054E0
1.620000000E1 5.140698837E1 2.394753199E0
1.621000000E1 5.140885076E1 2.392209982E0
1.622000000E1 5.141189004E1 2.388024895E0
1.623000000E1 5.142283846E1 2.385383003E0
1.624000000E1 5.144504855E1 2.379720502E0
1.625000000E1 5.151105023E1 2.376687532E0
1.626000000E1 5.155073854E1 2.375144461E0
1.627000000E1 5.163308940E1 2.366213882E0
1.628000000E1 5.169962339E1 2.362232413E0
1.629000000E1 5.180872896E1 2.348625239E0
1.630000000E1 5.191551520E1 2.310431745E0
1.631000000E1 5.200606174E1 2.260200095E0
1.632000000E1 5.211821025E1 2.245983144E0
1.633000000E1 5.225508612E1 2.234923753E0
1.634000000E1 5.239233174E1 2.216835926E0
1.635000000E1 5.253895226E1 2.182391129E0
1.636000000E1 5.269186678E1 2.145008808E0
1.637000000E1 5.284852227E1 2.106859728E0
1.638000000E1 5.304499097E1 2.088059254E0
1.639000000E1 5.323868036E1 2.067025745E0
1.640000000E1 5.342081155E1 2.022460438E0
1.641000000E1 5.364073274E1 1.968287316E0
1.642000000E1 5.383609641E1 1.951634979E0
1.643000000E1 5.407234093E1 1.927384861E0
1.644000000E1 5.432383888E1 1.878747251E0
1.645000000E1 5.455092284E1 1.827103723E0
1.646000000E1 5.479457234E1 1.811608945E0
1.647000000E1 5.505920287E1 1.787669910E0
1.648000000E1 5.534113568E1 1.731129945E0
1.649000000E1 5.561758643E1 1.684002675E0
1.650000000E1 5.589855653E1 1.669443994E0
1.651000000E1 5.617328629E1 1.652285252E0
1.652000000E1 5.643820560E1 1.640819715E0
1.653000000E1 5.672393552E1 1.640848533E0
1.654000000E1 5.701720609E1 1.636576868E0
1.655000000E1 5.731862677E1 1.632779098E0
1.656000000E1 5.762320636E1 1.621605917E0
1.657000000E1 5.794786209E1 1.613386653E0
1.658000000E1 5.825758123E1 1.588559568E0
1.659000000E1 5.859917280E1 1.520162451E0
1.660000000E1 5.891827072E1 1.484934034E0
1.661000000E1 5.924239345E1 1.448769946E0
1.662000000E1 5.958133755E1 1.400433361E0
1.663000000E1 5.993123018E1 1.382707191E0
1.664000000E1 6.029036324E1 1.371782994E0
1.665000000E1 6.066880068E1 1.362967140E0
1.666000000E1 6.102314985E1 1.340942756E0
1.667000000E1 6.139628158E1 1.331571557E0
1.668000000E1 6.177372613E1 1.322866313E0
1.669000000E1 6.214752184E1 1.276956456E0
1.670000000E1 6.253291295E1 1.256447234E0
1.671000000E1 6.292413408E1 1.249644826E0
1.672000000E1 6.329343575E1 1.239219544E0
1.673000000E1 6.366913544E1 1.237069425E0
1.674000000E1 6.407407870E1 1.235282521E0
1.675000000E1 6.446264584E1 1.228181710E0
1.676000000E1 6.485416588E1 1.225607692E0
1.677000000E1 6.522364913E1 1.235059365E0
1.678000000E1 6.562718379E1 1.227207000E0
1.679000000E1 6.602854571E1 1.230546453E0
1.680000000E1 6.643995659E1 1.231210459E0
1.681000000E1 6.680181807E1 1.228915921E0
1.682000000E1 6.718818685E1 1.241920839E0
1.683000000E1 6.759220293E1 1.246943633E0
1.684000000E1 6.798784158E1 1.248365020E0
1.685000000E1 6.834339551E1 1.251661994E0
1.686000000E1 6.873229687E1 1.254752646E0
1.687000000E1 6.913525342E1 1.256155368E0
1.688000000E1 6.949856900E1 1.259462557E0
1.689000000E1 6.985959284E1 1.262680490E0
1.690000000E1 7.025558939E1 1.265766197E0
1.691000000E1 7.060726534E1 1.272486596E0
1.692000000E1 7.098065853E1 1.276480356E0
1.693000000E1 7.137034668E1 1.281888574E0
1.694000000E1 7.170993447E1 1.284276199E0
1.695000000E1 7.209658661E1 1.289105232E0
1.696000000E1 7.245892048E1 1.307562079E0
1.697000000E1 7.281532210E1 1.332319280E0
1.698000000E1 7.320027565E1 1.383140170E0
1.699000000E1 7.353367266E1 1.398415915E0
1.700000000E1 7.391806677E1 1.412543925E0
1.701000000E1 7.425187030E1 1.431098990E0
1.702000000E1 7.461819863E1 1.455572780E0
1.703000000E1 7.494706866E1 1.489299756E0
1.704000000E1 7.525799951E1 1.532535308E0
1.705000000E1 7.556915118E1 1.568165814E0
1.706000000E1 7.590783171E1 1.586257158E0
1.707000000E1 7.622240802E1 1.606868992E0
1.708000000E1 7.652789288E1 1.609927099E0
1.709000000E1 7.683712035E1 1.673397647E0
1.710000000E1 7.717732106E1 1.694591165E0
1.711000000E1 7.747712407E1 1.698799452E0
1.712000000E1 7.775615051E1 1.707607929E0
1.713000000E1 7.802517674E1 1.707866306E0
1.714000000E1 7.829358052E1 1.730938397E0
1.715000000E1 7.858355446E1 1.777621073E0
1.716000000E1 7.885190095E1 1.818362818E0
1.717000000E1 7.911855994E1 1.840984878E0
1.718000000E1 7.935279802E1 1.860355994E0
1.719000000E1 7.957908767E1 1.905818976E0
1.720000000E1 7.981840525E1 1.953579743E0
1.721000000E1 8.001779802E1 1.969222789E0
1.722000000E1 8.025185646E1 1.997060924E0
1.723000000E1 8.043968817E1 2.032081685E0
1.724000000E1 8.063808125E1 2.089705457E0
1.725000000E1 8.083774774E1 2.105829500E0
1.726000000E1 8.099764308E1 2.119823921E0
1.727000000E1 8.115365492E1 2.150392028E0
1.728000000E1 8.133442100E1 2.181245788E0
1.729000000E1 8.144538002E1 2.220981692E0
1.730000000E1 8.156740084E1 2.242673637E0
1.731000000E1 8.170055234E1 2.250893633E0
1.732000000E1 8.183189359E1 2.255946567E0
1.733000000E1 8.195342601E1 2.285113108E0
1.734000000E1 8.208059118E1 2.320720732E0
1.735000000E1 8.216434732E1 2.346237780E0
1.736000000E1 8.225075535E1 2.378325193E0
1.737000000E1 8.233519472E1 2.388263861E0
1.738000000E1 8.240125474E1 2.387504789E0
1.739000000E1 8.248256423E1 2.403559281E0
1.740000000E1 8.253284304E1 2.398888610E0
1.741000000E1 8.256426481E1 2.396984345E0
1.742000000E1 8.260443319E1 2.396126420E0
1.743000000E1 8.263577128E1 2.401611224E0
1.744000000E1 8.266122192E1 2.397782909E0
1.745000000E1 8.266839885E1 2.395982626E0
1.746000000E1 8.267074198E1 2.392556957E0
1.747000000E1 8.266864450E1 2.389601597E0
1.748000000E1 8.265582149E1 2.389595802E0
1.749000000E1 8.263563468E1 2.386565393E0
1.750000000E1 8.257582659E1 2.382704085E0
1.751000000E1 8.253479004E1 2.382401950E0
1.752000000E1 8.250631069E1 2.378485581E0
1.753000000E1 8.242078969E1 2.367794986E0
1.754000000E1 8.237641431E1 2.368905169E0
1.755000000E1 8.227576629E1 2.359791839E0
1.756000000E1 8.221262298E1 2.358296973E0
1.757000000E1 8.211466577E1 2.352084987E0
1.758000000E1 8.200335199E1 2.323662780E0
1.759000000E1 8.190751810E1 2.331006108E0
1.760000000E1 8.179916726E1 2.289393595E0
1.761000000E1 8.168072260E1 2.252018505E0
1.762000000E1 8.154832617E1 2.238765325E0
1.763000000E1 8.140567571E1 2.227037134E0
1.764000000E1 8.126029418E1 2.218396587E0
1.765000000E1 8.110835434E1 2.183140835E0
1.766000000E1 8.094976834E1 2.146443015E0
1.767000000E1 8.075154003E1 2.108681405E0
1.768000000E1 8.056742411E1 2.094598441E0
1.769000000E1 8.040005997E1 2.075822151E0
1.770000000E1 8.017771854E1 2.033721949E0
1.771000000E1 7.998175631E1 2.002224584E0
1.772000000E1 7.974076487E1 1.962948657E0
1.773000000E1 7.954915289E1 1.947970048E0
1.774000000E1 7.930286846E1 1.925188796E0
1.775000000E1 7.905222335E1 1.875611804E0
1.776000000E1 7.880547795E1 1.830523201E0
1.777000000E1 7.857173341E1 1.809418358E0
1.778000000E1 7.831106493E1 1.783203821E0
1.779000000E1 7.803033222E1 1.740652619E0
1.780000000E1 7.777175715E1 1.704144146E0
1.781000000E1 7.750575191E1 1.687466334E0
1.782000000E1 7.722331433E1 1.676154641E0
1.783000000E1 7.692239923E1 1.662346811E0
1.784000000E1 7.662546870E1 1.647807036E0
1.785000000E1 7.632398590E1 1.630720797E0
1.786000000E1 7.600738673E1 1.607870287E0
1.787000000E1 7.568857898E1 1.537003752E0
1.788000000E1 7.535751071E1 1.502327286E0
1.789000000E1 7.504380374E1 1.481546159E0
1.790000000E1 7.473333037E1 1.442306298E0
1.791000000E1 7.438721303E1 1.402316643E0
1.792000000E1 7.406923828E1 1.386111792E0
1.793000000E1 7.372862817E1 1.368420004E0
1.794000000E1 7.337201451E1 1.364294528E0
1.795000000E1 7.301502964E1 1.330765881E0
1.796000000E1 7.265617472E1 1.325683171E0
1.797000000E1 7.230882373E1 1.269145294E0
1.798000000E1 7.196507814E1 1.259122636E0
1.799000000E1 7.160098255E1 1.243522878E0
1.800000000E1 7.126336572E1 1.244675229E0
1.801000000E1 7.089954875E1 1.231947493E0
1.802000000E1 7.055462622E1 1.233479484E0
1.803000000E1 7.020672034E1 1.222460707E0
1.804000000E1 6.984636403E1 1.228890430E0
1.805000000E1 6.948065422E1 1.225079744E0
1.806000000E1 6.913905873E1 1.233854559E0
1.807000000E1 6.877277877E1 1.226150583E0
1.808000000E1 6.843713372E1 1.235062930E0
1.809000000E1 6.805484533E1 1.230883233E0
1.810000000E1 6.772932022E1 1.240125294E0
1.811000000E1 6.735104188E1 1.238801755E0
1.812000000E1 6.702422922E1 1.245202626E0
1.813000000E1 6.664337998E1 1.244415104E0
1.814000000E1 6.631032741E1 1.248299959E0
1.815000000E1 6.593054422E1 1.252028264E0
1.816000000E1 6.560707967E1 1.254944249E0
1.817000000E1 6.522992631E1 1.256720191E0
1.818000000E1 6.489986493E1 1.261298382E0
1.819000000E1 6.452214511E1 1.260472420E0
1.820000000E1 6.420085662E1 1.266793115E0
1.821000000E1 6.382773275E1 1.268152858E0
1.822000000E1 6.350971338E1 1.270120469E0
1.823000000E1 6.315266130E1 1.276790145E0
1.824000000E1 6.281171140E1 1.289071386E0
1.825000000E1 6.249498917E1 1.298770955E0
1.826000000E1 6.215139978E1 1.306539575E0
1.827000000E1 6.182602943E1 1.307429588E0
1.828000000E1 6.152093835E1 1.324566379E0
1.829000000E1 6.121289004E1 1.318578577E0
1.830000000E1 6.090451681E1 1.326159277E0
1.831000000E1 6.058293880E1 1.353450963E0
1.832000000E1 6.028727501E1 1.385193782E0
1.833000000E1 5.999427115E1 1.399378622E0
1.834000000E1 5.971464041E1 1.410982485E0
1.835000000E1 5.943556017E1 1.419360711E0
1.836000000E1 5.916246545E1 1.441169389E0
1.837000000E1 5.891293043E1 1.484523299E0
1.838000000E1 5.867595769E1 1.530526441E0
1.839000000E1 5.844409010E1 1.557081216E0
1.840000000E1 5.819811269E1 1.574700383E0
1.841000000E1 5.796036880E1 1.585198748E0
1.842000000E1 5.775110856E1 1.594754156E0
1.843000000E1 5.751115534E1 1.596768652E0
1.844000000E1 5.729559190E1 1.593964345E0
1.845000000E1 5.707205986E1 1.614176731E0
1.846000000E1 5.685518851E1 1.656985724E0
1.847000000E1 5.665144686E1 1.680074249E0
1.848000000E1 5.645335154E1 1.683057167E0
1.849000000E1 5.627703453E1 1.689667689E0
1.850000000E1 5.609708539E1 1.696841314E0
1.851000000E1 5.592205128E1 1.710075159E0
1.852000000E1 5.576087584E1 1.706718345E0
1.853000000E1 5.560754373E1 1.727279118E0
1.854000000E1 5.543208008E1 1.750921434E0
1.855000000E1 5.530289997E1 1.797621765E0
1.856000000E1 5.517563195E1 1.816445174E0
1.857000000E1 5.504718562E1 1.827560070E0
1.858000000E1 5.492048977E1 1.834502458E0
1.859000000E1 5.479218248E1 1.844453144E0
1.860000000E1 5.467256144E1 1.851470269E0
1.861000000E1 5.456480457E1 1.866904344E0
1.862000000E1 5.447537983E1 1.862596545E0
1.863000000E1 5.437372089E1 1.869439035E0
1.864000000E1 5.428857778E1 1.876489901E0
1.865000000E1 5.421317508E1 1.869093830E0
1.866000000E1 5.413762971E1 1.864913827E0
1.867000000E1 5.408262259E1 1.859595174E0
1.868000000E1 5.405384138E1 1.852335903E0
1.869000000E1 5.400892910E1 1.844408175E0
1.870000000E1 5.395118303E1 1.841286372E0
1.871000000E1 5.393883711E1 1.839998775E0
1.872000000E1 5.393663603E1 1.833880610E0
1.873000000E1 5.393306613E1 1.833031245E0
1.874000000E1 5.393839333E1 1.829716368E0
1.875000000E1 5.394452368E1 1.825773517E0
1.876000000E1 5.395348437E1 1.824406673E0
1.877000000E1 5.397567373E1 1.821410105E0
1.878000000E1 5.403868615E1 1.818994533E0
1.879000000E1 5.408477117E1 1.817670272E0
1.880000000E1 5.412415030E1 1.814181105E0
1.881000000E1 5.421140323E1 1.813847841E0
1.882000000E1 5.425490022E1 1.805565714E0
1.883000000E1 5.435608863E1 1.804654796E0
1.884000000E1 5.444333315E1 1.800866888E0
1.885000000E1 5.453319473E1 1.790168644E0
1.886000000E1 5.464758163E1 1.785742318E0
1.887000000E1 5.477133734E1 1.778962900E0
1.888000000E1 5.490224089E1 1.774692800E0
1.889000000E1 5.503130460E1 1.752085366E0
1.890000000E1 5.517987402E1 1.751720016E0
1.891000000E1 5.534138756E1 1.728190343E0
1.892000000E1 5.548574336E1 1.688838645E0
1.893000000E1 5.563392953E1 1.680462145E0
1.894000000E1 5.578783141E1 1.667188809E0
1.895000000E1 5.594715044E1 1.651831166E0
1.896000000E1 5.610718839E1 1.649465041E0
1.897000000E1 5.628073917E1 1.637173718E0
1.898000000E1 5.645755441E1 1.640602316E0
1.899000000E1 5.662939145E1 1.642675291E0
1.900000000E1 5.681590686E1 1.647283706E0
1.901000000E1 5.700370454E1 1.642503755E0
1.902000000E1 5.720727191E1 1.644498320E0
1.903000000E1 5.741201367E1 1.642023216E0
1.904000000E1 5.763408914E1 1.637471062E0
1.905000000E1 5.785077149E1 1.631962951E0
1.906000000E1 5.809096826E1 1.627995263E0
1.907000000E1 5.831050540E1 1.620405134E0
1.908000000E1 5.856242598E1 1.591710708E0
1.909000000E1 5.882576196E1 1.536989363E0
1.910000000E1 5.907783188E1 1.508068198E0
1.911000000E1 5.930359494E1 1.491836941E0
1.912000000E1 5.956858049E1 1.490837055E0
1.913000000E1 5.984461470E1 1.476255144E0
1.914000000E1 6.012553514E1 1.456153050E0
1.915000000E1 6.040988583E1 1.410550405E0
1.916000000E1 6.070037566E1 1.398152551E0
1.917000000E1 6.098772042E1 1.388027776E0
1.918000000E1 6.127622347E1 1.382072780E0
1.919000000E1 6.157411628E1 1.371157859E0
1.920000000E1 6.186954610E1 1.360730140E0
1.921000000E1 6.217029194E1 1.346877636E0
1.922000000E1 6.247680419E1 1.349526038E0
1.923000000E1 6.280882415E1 1.347189274E0
1.924000000E1 6.311169571E1 1.345408611E0
1.925000000E1 6.343446749E1 1.328424295E0
1.926000000E1 6.375888137E1 1.347001022E0
1.927000000E1 6.408075554E1 1.353333056E0
1.928000000E1 6.438938137E1 1.357009374E0
1.929000000E1 6.473359134E1 1.366604943E0
1.930000000E1 6.506972440E1 1.361673786E0
1.931000000E1 6.538816904E1 1.361955228E0
1.932000000E1 6.573881256E1 1.371278617E0
1.933000000E1 6.605792749E1 1.371466264E0
