mass_A
t x y
7.100000000E-1 9.213880818E1 7.940555100E0
7.200000000E-1 9.351234007E1 8.370711078E0
7.300000000E-1 9.480523987E1 8.797671814E0
7.400000000E-1 9.606590898E1 9.518703882E0
7.500000000E-1 9.739673121E1 9.674828951E0
7.600000000E-1 9.862858663E1 1.009100060E1
7.700000000E-1 9.984956723E1 1.053960364E1
7.800000000E-1 1.010679637E2 1.099742780E1
7.900000000E-1 1.022259875E2 1.148089010E1
8.000000000E-1 1.033394731E2 1.195067333E1
8.100000000E-1 1.044514584E2 1.244106548E1
8.200000000E-1 1.055247190E2 1.292505667E1
8.300000000E-1 1.065569036E2 1.342003350E1
8.400000000E-1 1.075476551E2 1.387840469E1
8.500000000E-1 1.085089844E2 1.434564602E1
8.600000000E-1 1.094903195E2 1.484000492E1
8.700000000E-1 1.104191791E2 1.531182872E1
8.800000000E-1 1.113383412E2 1.581115722E1
8.900000000E-1 1.122155622E2 1.627838191E1
9.000000000E-1 1.130421679E2 1.674569495E1
9.100000000E-1 1.137928556E2 1.724688202E1
9.200000000E-1 1.145454103E2 1.781051607E1
9.300000000E-1 1.153274723E2 1.813640348E1
9.400000000E-1 1.160529772E2 1.851289337E1
9.500000000E-1 1.167146688E2 1.892899037E1
9.600000000E-1 1.173762765E2 1.932946343E1
9.700000000E-1 1.179900679E2 1.971071152E1
9.800000000E-1 1.185780615E2 2.007450410E1
9.900000000E-1 1.191685651E2 2.045440942E1
1.000000000E0 1.197046481E2 2.079531562E1
1.010000000E0 1.202193239E2 2.112609881E1
1.020000000E0 1.207290171E2 2.146431916E1
1.030000000E0 1.212011751E2 2.176930757E1
1.040000000E0 1.216291057E2 2.205448013E1
1.050000000E0 1.220406320E2 2.233215536E1
1.060000000E0 1.223797246E2 2.259063952E1
1.070000000E0 1.227196218E2 2.280000445E1
1.080000000E0 1.230405340E2 2.303343193E1
1.090000000E0 1.233266672E2 2.319989553E1
1.100000000E0 1.235848246E2 2.336569205E1
1.110000000E0 1.237904041E2 2.350995032E1
1.120000000E0 1.239992482E2 2.363655833E1
1.130000000E0 1.241717739E2 2.375442770E1
1.140000000E0 1.243146756E2 2.387885970E1
1.150000000E0 1.244416238E2 2.392690802E1
1.160000000E0 1.245158375E2 2.401904387E1
1.170000000E0 1.245917441E2 2.404248092E1
1.180000000E0 1.246151567E2 2.406802418E1
1.190000000E0 1.246158034E2 2.406555762E1
1.200000000E0 1.246054794E2 2.404701889E1
1.210000000E0 1.245879371E2 2.403342348E1
1.220000000E0 1.244934911E2 2.401539870E1
1.230000000E0 1.244313106E2 2.392390068E1
1.240000000E0 1.243166652E2 2.387552106E1
1.250000000E0 1.241797379E2 2.376061612E1
1.260000000E0 1.240204512E2 2.364114181E1
1.270000000E0 1.238455471E2 2.351378407E1
1.280000000E0 1.236299187E2 2.336278677E1
1.290000000E0 1.234254284E2 2.320156991E1
1.300000000E0 1.231779561E2 2.304235289E1
1.310000000E0 1.229013697E2 2.288076137E1
1.320000000E0 1.226198238E2 2.265692679E1
1.330000000E0 1.223075157E2 2.246385756E1
1.340000000E0 1.219347590E2 2.221341143E1
1.350000000E0 1.215738718E2 2.196641406E1
1.360000000E0 1.211994831E2 2.171573161E1
1.370000000E0 1.207812610E2 2.146753870E1
1.380000000E0 1.203461399E2 2.118844122E1
1.390000000E0 1.198495034E2 2.089270998E1
1.400000000E0 1.193736617E2 2.058426434E1
1.410000000E0 1.188372300E2 2.025098875E1
1.420000000E0 1.182872505E2 1.992955987E1
1.430000000E0 1.177179925E2 1.955677923E1
1.440000000E0 1.171286308E2 1.921529839E1
1.450000000E0 1.165296007E2 1.881991516E1
1.460000000E0 1.159039116E2 1.845502438E1
1.470000000E0 1.152181229E2 1.808881756E1
1.480000000E0 1.145303192E2 1.778537495E1
1.490000000E0 1.138507389E2 1.729973430E1
1.500000000E0 1.131569622E2 1.679418828E1
1.510000000E0 1.123869434E2 1.636240042E1
1.520000000E0 1.115407863E2 1.589968749E1
1.530000000E0 1.107276612E2 1.543832875E1
1.540000000E0 1.098879680E2 1.500894546E1
1.550000000E0 1.090507487E2 1.456856544E1
1.560000000E0 1.081473847E2 1.413608940E1
1.570000000E0 1.072503897E2 1.370710008E1
1.580000000E0 1.063375509E2 1.329941108E1
1.590000000E0 1.054163849E2 1.285469500E1
1.600000000E0 1.044438428E2 1.243768735E1
1.610000000E0 1.034525790E2 1.201913520E1
1.620000000E0 1.024493616E2 1.159963756E1
1.630000000E0 1.014355025E2 1.118126346E1
1.640000000E0 1.003923808E2 1.075697651E1
1.650000000E0 9.932751516E1 1.034779834E1
1.660000000E0 9.822936923E1 9.940025479E0
1.670000000E0 9.718631599E1 9.576042141E0
1.680000000E0 9.605969159E1 9.396343933E0
1.690000000E0 9.497948583E1 8.833307904E0
1.700000000E0 9.387212439E1 8.437579093E0
1.710000000E0 9.272472475E1 8.063958148E0
1.720000000E0 9.155780281E1 7.697410670E0
1.730000000E0 9.039696797E1 7.372060498E0
1.740000000E0 8.919896841E1 7.044942708E0
1.750000000E0 8.794704582E1 6.710628632E0
1.760000000E0 8.672094378E1 6.399903102E0
1.770000000E0 8.549225926E1 6.110604214E0
1.780000000E0 8.422600290E1 5.827803445E0
1.790000000E0 8.296294457E1 5.554482692E0
1.800000000E0 8.168972857E1 5.281470873E0
1.810000000E0 8.039707977E1 5.025678298E0
1.820000000E0 7.909451333E1 4.788307469E0
1.830000000E0 7.778999815E1 4.696687028E0
1.840000000E0 7.640553073E1 4.425679307E0
1.850000000E0 7.508357989E1 4.151599792E0
1.860000000E0 7.374368551E1 3.983997122E0
1.870000000E0 7.239352943E1 3.841464928E0
1.880000000E0 7.104773546E1 3.720862948E0
1.890000000E0 6.971025999E1 3.619265548E0
1.900000000E0 6.833890449E1 3.567942156E0
1.910000000E0 6.698568630E1 3.565081895E0
1.920000000E0 6.561430202E1 3.582457852E0
1.930000000E0 6.423070069E1 3.681316152E0
1.940000000E0 6.289824240E1 3.803470429E0
1.950000000E0 6.155547908E1 3.987071081E0
1.960000000E0 6.024162354E1 4.219069298E0
1.970000000E0 5.901539748E1 4.562422560E0
1.980000000E0 5.768715017E1 4.969544086E0
1.990000000E0 5.649551156E1 5.148461690E0
2.000000000E0 5.527638441E1 5.473232361E0
2.010000000E0 5.402973771E1 5.797388032E0
2.020000000E0 5.283481743E1 6.118486752E0
2.030000000E0 5.165874583E1 6.457890656E0
2.040000000E0 5.049809856E1 6.791934293E0
2.050000000E0 4.937820914E1 7.115725336E0
2.060000000E0 4.825681737E1 7.470390597E0
2.070000000E0 4.718060573E1 7.817654378E0
2.080000000E0 4.611811590E1 8.142019720E0
2.090000000E0 4.505782919E1 8.506322740E0
2.100000000E0 4.404292865E1 8.853144891E0
2.110000000E0 4.303748566E1 9.215346030E0
2.120000000E0 4.205063545E1 9.587003180E0
2.130000000E0 4.108349960E1 9.957961182E0
2.140000000E0 4.018572755E1 1.034025179E1
2.150000000E0 3.927897403E1 1.080756361E1
2.160000000E0 3.838603081E1 1.113313613E1
2.170000000E0 3.754768533E1 1.144491883E1
2.180000000E0 3.674446723E1 1.180309022E1
2.190000000E0 3.594302512E1 1.216888457E1
2.200000000E0 3.514771701E1 1.254001291E1
2.210000000E0 3.441125977E1 1.289711124E1
2.220000000E0 3.368872308E1 1.326729795E1
2.230000000E0 3.300705886E1 1.360931759E1
2.240000000E0 3.231417774E1 1.398308404E1
2.250000000E0 3.167515743E1 1.430552109E1
2.260000000E0 3.105386245E1 1.463486934E1
2.270000000E0 3.046297490E1 1.496327241E1
2.280000000E0 2.989896637E1 1.527836408E1
2.290000000E0 2.935179376E1 1.556722681E1
2.300000000E0 2.885215967E1 1.585414923E1
2.310000000E0 2.837824089E1 1.613476789E1
2.320000000E0 2.793039442E1 1.640651938E1
2.330000000E0 2.750865406E1 1.666806137E1
2.340000000E0 2.710880591E1 1.688849750E1
2.350000000E0 2.675367163E1 1.710603574E1
2.360000000E0 2.639944208E1 1.730452855E1
2.370000000E0 2.609220004E1 1.752422581E1
2.380000000E0 2.579937446E1 1.768566757E1
2.390000000E0 2.552674645E1 1.784036342E1
2.400000000E0 2.526092885E1 1.798340735E1
2.410000000E0 2.503588187E1 1.811991618E1
2.420000000E0 2.482652085E1 1.824809098E1
2.430000000E0 2.466500634E1 1.837669767E1
2.440000000E0 2.451917113E1 1.847907951E1
2.450000000E0 2.439055285E1 1.854430253E1
2.460000000E0 2.427389110E1 1.864198086E1
2.470000000E0 2.420478908E1 1.868622682E1
2.480000000E0 2.414265734E1 1.869548069E1
2.490000000E0 2.412120698E1 1.869770748E1
2.500000000E0 2.412306197E1 1.868664549E1
2.510000000E0 2.413504011E1 1.867390385E1
2.520000000E0 2.418323998E1 1.865305591E1
2.530000000E0 2.426070516E1 1.863736285E1
2.540000000E0 2.435625507E1 1.854937327E1
2.550000000E0 2.448090496E1 1.850018536E1
2.560000000E0 2.463133637E1 1.839648490E1
2.570000000E0 2.481411393E1 1.827817997E1
2.580000000E0 2.498011420E1 1.815174507E1
2.590000000E0 2.521302495E1 1.801959191E1
2.600000000E0 2.543065141E1 1.785214655E1
2.610000000E0 2.568072587E1 1.769218757E1
2.620000000E0 2.596372040E1 1.753641545E1
2.630000000E0 2.626167223E1 1.736386395E1
2.640000000E0 2.659540123E1 1.713946450E1
2.650000000E0 2.695368894E1 1.696016574E1
2.660000000E0 2.734911072E1 1.671460507E1
2.670000000E0 2.775719543E1 1.648628630E1
2.680000000E0 2.819490100E1 1.626276710E1
2.690000000E0 2.863884570E1 1.599271773E1
2.700000000E0 2.908158587E1 1.571945584E1
2.710000000E0 2.960370692E1 1.543370182E1
2.720000000E0 3.012058100E1 1.514583734E1
2.730000000E0 3.067523180E1 1.485392217E1
2.740000000E0 3.121700987E1 1.456325887E1
2.750000000E0 3.183247978E1 1.423824435E1
2.760000000E0 3.245455730E1 1.389964418E1
2.770000000E0 3.312777519E1 1.358023333E1
2.780000000E0 3.378015702E1 1.326064205E1
2.790000000E0 3.447129591E1 1.290228457E1
2.800000000E0 3.516138708E1 1.257284661E1
2.810000000E0 3.592584060E1 1.221651908E1
2.820000000E0 3.667461471E1 1.187268304E1
2.830000000E0 3.743409383E1 1.151436311E1
2.840000000E0 3.820455927E1 1.117816815E1
2.850000000E0 3.899347587E1 1.094146612E1
2.860000000E0 3.985167189E1 1.051553178E1
2.870000000E0 4.069305251E1 1.008808818E1
2.880000000E0 4.158760094E1 9.738094166E0
2.890000000E0 4.250643727E1 9.373743136E0
2.900000000E0 4.344223920E1 9.035594263E0
2.910000000E0 4.440587160E1 8.677800318E0
2.920000000E0 4.538424194E1 8.350646250E0
2.930000000E0 4.639067375E1 7.999868829E0
2.940000000E0 4.739004528E1 7.664233267E0
2.950000000E0 4.839478654E1 7.367220194E0
2.960000000E0 4.940055390E1 7.038411702E0
2.970000000E0 5.048294021E1 6.706361348E0
2.980000000E0 5.151822047E1 6.395801146E0
2.990000000E0 5.261038497E1 6.086506286E0
3.000000000E0 5.370582380E1 5.788143290E0
3.010000000E0 5.485780836E1 5.466630786E0
3.020000000E0 5.599941480E1 5.145712012E0
3.030000000E0 5.710966121E1 4.851310983E0
3.040000000E0 5.822872863E1 4.698245287E0
3.050000000E0 5.945675026E1 4.305337828E0
3.060000000E0 6.055816157E1 4.016118849E0
3.070000000E0 6.176068564E1 3.834596685E0
3.080000000E0 6.296377219E1 3.692267318E0
3.090000000E0 6.418926984E1 3.570460056E0
3.100000000E0 6.538585274E1 3.514487244E0
3.110000000E0 6.661476144E1 3.465598834E0
3.120000000E0 6.783606385E1 3.451527995E0
3.130000000E0 6.903199969E1 3.482736425E0
3.140000000E0 7.024970450E1 3.543805143E0
3.150000000E0 7.141321045E1 3.624799336E0
3.160000000E0 7.256701815E1 3.719369690E0
3.170000000E0 7.376172338E1 3.838882879E0
3.180000000E0 7.492672240E1 3.994838875E0
3.190000000E0 7.604374491E1 4.156546929E0
3.200000000E0 7.719128344E1 4.460438044E0
3.210000000E0 7.834888771E1 4.551252236E0
3.220000000E0 7.944325403E1 4.688778006E0
3.230000000E0 8.055783660E1 4.881272766E0
3.240000000E0 8.164726000E1 5.100938261E0
3.250000000E0 8.268380820E1 5.286405634E0
3.260000000E0 8.369614263E1 5.528497001E0
3.270000000E0 8.470352297E1 5.730064984E0
3.280000000E0 8.569471555E1 5.956828874E0
3.290000000E0 8.668931405E1 6.209452593E0
3.300000000E0 8.764270317E1 6.457737180E0
3.310000000E0 8.860067529E1 6.724130505E0
3.320000000E0 8.951400789E1 6.942006920E0
3.330000000E0 9.043272153E1 7.188541970E0
3.340000000E0 9.130417749E1 7.425666635E0
3.350000000E0 9.216849499E1 7.672524684E0
3.360000000E0 9.301395704E1 7.944805363E0
3.370000000E0 9.385547031E1 8.216722508E0
3.380000000E0 9.466415732E1 8.486015322E0
3.390000000E0 9.542364139E1 8.789272594E0
3.400000000E0 9.621576121E1 9.093816118E0
3.410000000E0 9.699231126E1 9.296626057E0
3.420000000E0 9.774392430E1 9.516011026E0
3.430000000E0 9.848542992E1 9.778232683E0
3.440000000E0 9.919688712E1 1.005031844E1
3.450000000E0 9.987749601E1 1.031748961E1
3.460000000E0 1.005277486E2 1.059620577E1
3.470000000E0 1.011628285E2 1.085817932E1
3.480000000E0 1.017580281E2 1.109904979E1
3.490000000E0 1.023402384E2 1.133685996E1
3.500000000E0 1.028925818E2 1.159346570E1
3.510000000E0 1.034384424E2 1.182282279E1
3.520000000E0 1.039856093E2 1.203546361E1
3.530000000E0 1.044710054E2 1.224599632E1
3.540000000E0 1.049639270E2 1.245337053E1
3.550000000E0 1.054066612E2 1.265089297E1
3.560000000E0 1.058336611E2 1.286607327E1
3.570000000E0 1.062504145E2 1.303769608E1
3.580000000E0 1.066550032E2 1.320815532E1
3.590000000E0 1.070040447E2 1.339132540E1
3.600000000E0 1.073700417E2 1.357470953E1
3.610000000E0 1.076720963E2 1.372758892E1
3.620000000E0 1.079667579E2 1.387724236E1
3.630000000E0 1.082427183E2 1.401344822E1
3.640000000E0 1.085158646E2 1.415140121E1
3.650000000E0 1.087739146E2 1.428006017E1
3.660000000E0 1.089653218E2 1.440296500E1
3.670000000E0 1.091811626E2 1.447820491E1
3.680000000E0 1.093570270E2 1.457690042E1
3.690000000E0 1.095050730E2 1.466808973E1
3.700000000E0 1.096402728E2 1.472784680E1
3.710000000E0 1.097537476E2 1.479464851E1
3.720000000E0 1.098219169E2 1.486012243E1
3.730000000E0 1.099128806E2 1.487454523E1
3.740000000E0 1.099382789E2 1.490138356E1
3.750000000E0 1.099459804E2 1.489330983E1
3.760000000E0 1.099368888E2 1.488140313E1
3.770000000E0 1.099219071E2 1.486894161E1
3.780000000E0 1.098885741E2 1.484991336E1
3.790000000E0 1.097961842E2 1.484665405E1
3.800000000E0 1.096934145E2 1.480465358E1
3.810000000E0 1.096050320E2 1.473023468E1
3.820000000E0 1.094715769E2 1.468555526E1
3.830000000E0 1.093382158E2 1.458963623E1
3.840000000E0 1.091165004E2 1.453979105E1
3.850000000E0 1.089295584E2 1.443509473E1
3.860000000E0 1.087013877E2 1.431372030E1
3.870000000E0 1.084660849E2 1.417450226E1
3.880000000E0 1.082171610E2 1.404928607E1
3.890000000E0 1.079404380E2 1.389511149E1
3.900000000E0 1.076539040E2 1.373860330E1
3.910000000E0 1.073422199E2 1.358484852E1
3.920000000E0 1.069830118E2 1.343605643E1
3.930000000E0 1.066461006E2 1.326447142E1
3.940000000E0 1.062572376E2 1.308762681E1
3.950000000E0 1.058471739E2 1.288623251E1
3.960000000E0 1.054222569E2 1.271494131E1
3.970000000E0 1.049947824E2 1.248537430E1
3.980000000E0 1.045524358E2 1.230425664E1
3.990000000E0 1.040657996E2 1.206294364E1
4.000000000E0 1.035657930E2 1.186815405E1
4.010000000E0 1.030246980E2 1.161879743E1
4.020000000E0 1.024715881E2 1.137837346E1
4.030000000E0 1.019090673E2 1.115578758E1
4.040000000E0 1.013216585E2 1.091004913E1
4.050000000E0 1.007363455E2 1.065399855E1
4.060000000E0 1.000867239E2 1.039718096E1
4.070000000E0 9.945533928E1 1.015830939E1
4.080000000E0 9.877661635E1 9.910263021E0
4.090000000E0 9.808759366E1 9.642447467E0
4.100000000E0 9.738130532E1 9.389850278E0
4.110000000E0 9.667037588E1 9.201373790E0
4.120000000E0 9.590230042E1 9.048212167E0
4.130000000E0 9.515091232E1 8.709829656E0
4.140000000E0 9.441546575E1 8.378488563E0
4.150000000E0 9.363724334E1 8.116954492E0
4.160000000E0 9.283985627E1 7.841550965E0
4.170000000E0 9.201116513E1 7.582070667E0
4.180000000E0 9.116559615E1 7.338262783E0
4.190000000E0 9.031372652E1 7.094886404E0
4.200000000E0 8.945357251E1 6.834285324E0
4.210000000E0 8.858820535E1 6.616265872E0
4.220000000E0 8.765745228E1 6.385052378E0
4.230000000E0 8.675601299E1 6.152397195E0
4.240000000E0 8.581876716E1 5.932798963E0
4.250000000E0 8.488224691E1 5.708496189E0
4.260000000E0 8.394720151E1 5.522126035E0
4.270000000E0 8.297510190E1 5.287983889E0
4.280000000E0 8.200697713E1 5.101431625E0
4.290000000E0 8.101336345E1 4.896593697E0
4.300000000E0 8.001004717E1 4.695886890E0
4.310000000E0 7.900917696E1 4.524038906E0
4.320000000E0 7.801391981E1 4.398340597E0
4.330000000E0 7.693496705E1 4.333274361E0
4.340000000E0 7.590096223E1 4.069445520E0
4.350000000E0 7.486007594E1 3.896508288E0
4.360000000E0 7.381587069E1 3.740503773E0
4.370000000E0 7.276782004E1 3.678164694E0
4.380000000E0 7.170070695E1 3.567220788E0
4.390000000E0 7.064008037E1 3.475514731E0
4.400000000E0 6.957158936E1 3.419107730E0
4.410000000E0 6.850451048E1 3.380614546E0
4.420000000E0 6.740896745E1 3.377898094E0
4.430000000E0 6.633071936E1 3.410272580E0
4.440000000E0 6.522997118E1 3.435710623E0
4.450000000E0 6.416422882E1 3.484714203E0
4.460000000E0 6.310442926E1 3.571575804E0
4.470000000E0 6.206497569E1 3.708894157E0
4.480000000E0 6.103818881E1 3.855781487E0
4.490000000E0 6.002008973E1 4.036861388E0
4.500000000E0 5.906020139E1 4.276951377E0
4.510000000E0 5.802169534E1 4.672160635E0
4.520000000E0 5.708139709E1 4.788446642E0
4.530000000E0 5.615633015E1 4.998197299E0
4.540000000E0 5.520412641E1 5.257428091E0
4.550000000E0 5.428980010E1 5.524052698E0
4.560000000E0 5.336594323E1 5.781178524E0
4.570000000E0 5.248953291E1 6.025119215E0
4.580000000E0 5.163406555E1 6.256968991E0
4.590000000E0 5.078922748E1 6.517104212E0
4.600000000E0 4.994780316E1 6.784538137E0
4.610000000E0 4.914386228E1 7.028983245E0
4.620000000E0 4.835966257E1 7.244476103E0
4.630000000E0 4.756517630E1 7.508680723E0
4.640000000E0 4.682175469E1 7.748929546E0
4.650000000E0 4.610083363E1 7.976963555E0
4.660000000E0 4.539407755E1 8.222691800E0
4.670000000E0 4.470855384E1 8.478610560E0
4.680000000E0 4.402796530E1 8.706934965E0
4.690000000E0 4.334491083E1 8.936477656E0
4.700000000E0 4.271176504E1 9.188022566E0
4.710000000E0 4.207190936E1 9.432891466E0
4.720000000E0 4.148001890E1 9.659218760E0
4.730000000E0 4.090507157E1 9.911212777E0
4.740000000E0 4.035263882E1 1.014420853E1
4.750000000E0 3.983492449E1 1.039243261E1
4.760000000E0 3.930292659E1 1.061801401E1
4.770000000E0 3.882170497E1 1.086076839E1
4.780000000E0 3.835201399E1 1.103258560E1
4.790000000E0 3.791376967E1 1.118426155E1
4.800000000E0 3.750748305E1 1.135205148E1
4.810000000E0 3.710039138E1 1.151625652E1
4.820000000E0 3.671754097E1 1.168907061E1
4.830000000E0 3.635953776E1 1.188280297E1
4.840000000E0 3.600585815E1 1.202901702E1
4.850000000E0 3.569000406E1 1.217529207E1
4.860000000E0 3.540060792E1 1.231588491E1
4.870000000E0 3.512440821E1 1.245514735E1
4.880000000E0 3.485309462E1 1.259085075E1
4.890000000E0 3.460942777E1 1.270166141E1
4.900000000E0 3.440558456E1 1.279814432E1
4.910000000E0 3.419541342E1 1.288309115E1
4.920000000E0 3.401058074E1 1.297986420E1
4.930000000E0 3.386025338E1 1.303740043E1
4.940000000E0 3.372783298E1 1.312226234E1
4.950000000E0 3.360733614E1 1.316796701E1
4.960000000E0 3.354618357E1 1.319808209E1
4.970000000E0 3.346184076E1 1.322352569E1
4.980000000E0 3.343107133E1 1.324107318E1
4.990000000E0 3.342505175E1 1.328103626E1
5.000000000E0 3.342985025E1 1.329044443E1
5.010000000E0 3.344415382E1 1.328991310E1
5.020000000E0 3.348718660E1 1.325646405E1
5.030000000E0 3.356044374E1 1.321867631E1
5.040000000E0 3.366030029E1 1.316685966E1
5.050000000E0 3.376395538E1 1.311406347E1
5.060000000E0 3.387917673E1 1.304156808E1
5.070000000E0 3.402656067E1 1.297225358E1
5.080000000E0 3.419897288E1 1.288777041E1
5.090000000E0 3.440849881E1 1.277490776E1
5.100000000E0 3.461006850E1 1.268229027E1
5.110000000E0 3.485050178E1 1.258649911E1
5.120000000E0 3.512049924E1 1.245368999E1
5.130000000E0 3.541130098E1 1.231585475E1
5.140000000E0 3.570536356E1 1.217447191E1
5.150000000E0 3.602155294E1 1.202322938E1
5.160000000E0 3.638939280E1 1.187780569E1
5.170000000E0 3.676550411E1 1.169452927E1
5.180000000E0 3.712592243E1 1.150811553E1
5.190000000E0 3.753597231E1 1.133137658E1
5.200000000E0 3.796250970E1 1.117355562E1
5.210000000E0 3.839339667E1 1.103296855E1
5.220000000E0 3.886026111E1 1.087162036E1
5.230000000E0 3.935461912E1 1.064915158E1
5.240000000E0 3.988438411E1 1.039159738E1
5.250000000E0 4.040153792E1 1.015213980E1
5.260000000E0 4.094245032E1 9.928951738E0
5.270000000E0 4.149537006E1 9.696509354E0
5.280000000E0 4.208489213E1 9.463310679E0
5.290000000E0 4.270752052E1 9.226553023E0
5.300000000E0 4.332703976E1 8.998524883E0
5.310000000E0 4.399018951E1 8.757494886E0
5.320000000E0 4.464257280E1 8.519403447E0
5.330000000E0 4.530887190E1 8.279981521E0
5.340000000E0 4.600230419E1 8.060335684E0
5.350000000E0 4.670943567E1 7.810212902E0
5.360000000E0 4.745566260E1 7.579259976E0
5.370000000E0 4.819746259E1 7.331663724E0
5.380000000E0 4.896453508E1 7.103627430E0
5.390000000E0 4.975929017E1 6.845312507E0
5.400000000E0 5.053457440E1 6.642054521E0
5.410000000E0 5.135277106E1 6.395089362E0
5.420000000E0 5.218484370E1 6.148809382E0
5.430000000E0 5.301102657E1 5.923797262E0
5.440000000E0 5.387177875E1 5.686910496E0
5.450000000E0 5.473151944E1 5.435998851E0
5.460000000E0 5.561173030E1 5.205658124E0
5.470000000E0 5.646998574E1 4.980311599E0
5.480000000E0 5.733281392E1 4.805764831E0
5.490000000E0 5.826955656E1 4.618909471E0
5.500000000E0 5.923724499E1 4.298242166E0
5.510000000E0 6.013424584E1 4.068820150E0
5.520000000E0 6.111502796E1 3.906848171E0
5.530000000E0 6.208156091E1 3.759018771E0
5.540000000E0 6.305779424E1 3.637525430E0
5.550000000E0 6.403934423E1 3.552134704E0
5.560000000E0 6.503793643E1 3.474375117E0
5.570000000E0 6.602318122E1 3.430401661E0
5.580000000E0 6.700125271E1 3.424984620E0
5.590000000E0 6.798778146E1 3.434724795E0
5.600000000E0 6.897587939E1 3.452139163E0
5.610000000E0 6.995750149E1 3.500906559E0
5.620000000E0 7.091476164E1 3.559177791E0
5.630000000E0 7.187646422E1 3.668753245E0
5.640000000E0 7.280178737E1 3.744827972E0
5.650000000E0 7.376269740E1 3.853926823E0
5.660000000E0 7.466506798E1 3.979196713E0
5.670000000E0 7.558115905E1 4.121619812E0
5.680000000E0 7.645570857E1 4.307433150E0
5.690000000E0 7.736258649E1 4.504993535E0
5.700000000E0 7.827909444E1 4.555672102E0
5.710000000E0 7.914837753E1 4.676729923E0
5.720000000E0 8.001898046E1 4.839866017E0
5.730000000E0 8.086517533E1 4.994333585E0
5.740000000E0 8.169331996E1 5.145147997E0
5.750000000E0 8.252355718E1 5.297740367E0
5.760000000E0 8.332007994E1 5.449055781E0
5.770000000E0 8.409562044E1 5.644290213E0
